Number,Day,Minute,Path,Mother,Mother Genotype,Name,Sex,Offspring Genotype,Genogroup,Recording Number,Start Point (s),End Point (s),Start Point (time),End Point (time),Start Point (Hz),End Point (Hz),Duration (time),Duration (s),ISI_time,ISI,Syllable,Syllable number,Cat. Number,Classification date,Start Time,Time Course,# of Bursts,IBN,BurstDuration_t,BurstDuration,BurstInterval_t,BurstInterval,Unnamed: 33,Unnamed: 34
1790,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000175,0.51299,0.55541,,,47824.4131,44270.9014,0.04242000000000001,00:00:00.042000,,,Composite,9.0,3.0,2021-05-10,11:52:50,11:52:50.555,4.0,1.0,0.22666000000000008,,1900-01-29 08:28:19.200000,00:00:29.353000,,
1791,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000175,0.6934,0.73965,,,53468.2258,59530.0987,0.04625000000000001,00:00:00.046000,0.13799000000000006,00:00:00.138000,Complex,3.0,1.0,2021-05-10,11:52:50,11:52:50.739,4.0,2.0,,,,,,
1792,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,0.48718,0.5756,,,43225.7509,42180.6004,0.08842,00:00:00.088000,,,Frequency Steps,8.0,2.0,2021-05-10,11:53:06,11:53:06.575,5.0,1.0,3.51022,,1900-01-15 06:15:50.400000,00:00:15.261000,,
1793,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,0.69307,0.79963,,,60366.2191,42807.6907,0.10655999999999999,00:00:00.107000,0.11746999999999996,00:00:00.117000,Frequency Steps,8.0,2.0,2021-05-10,11:53:06,11:53:06.799,5.0,2.0,,,,,,
1794,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,0.88395,0.95602,,,48451.5034,40508.3596,0.07206999999999997,00:00:00.072000,0.08432000000000006,00:00:00.084000,Composite,9.0,3.0,2021-05-10,11:53:06,11:53:06.956,5.0,3.0,,,,,,
1795,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,1.0419,1.1257,,,52005.0151,40717.3897,0.08379999999999987,00:00:00.084000,0.08588000000000007,00:00:00.086000,Composite,9.0,3.0,2021-05-10,11:53:06,11:53:07.125,5.0,4.0,,,,,,
1796,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,1.2186,1.3009,,,53050.1656,40717.3897,0.08230000000000004,00:00:00.082000,0.09289999999999998,00:00:00.093000,Frequency Steps,8.0,2.0,2021-05-10,11:53:06,11:53:07.300,5.0,5.0,,,,,,
1797,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,1.3863,1.4829,,,92556.8546,34655.5168,0.09660000000000002,00:00:00.097000,0.08540000000000014,00:00:00.085000,Frequency Steps,8.0,2.0,2021-05-10,11:53:06,11:53:07.482,5.0,6.0,,,,,,
1798,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,1.5737,1.6552,,,52423.0753,39881.2693,0.0814999999999999,00:00:00.081000,0.09079999999999999,00:00:00.091000,Frequency Steps,8.0,2.0,2021-05-10,11:53:06,11:53:07.655,5.0,7.0,,,,,,
1799,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,1.7564,1.8392,,,54722.4064,68936.4532,0.08279999999999998,00:00:00.083000,0.10119999999999996,00:00:00.101000,Frequency Steps,8.0,2.0,2021-05-10,11:53:06,11:53:07.839,5.0,8.0,,,,,,
1800,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,1.924,2.0045,,,89421.403,76670.5669,0.08050000000000024,00:00:00.081000,0.08479999999999999,00:00:00.085000,Frequency Steps,8.0,2.0,2021-05-10,11:53:06,11:53:08.004,5.0,9.0,,,,,,
1801,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,2.0981,2.1771,,,99036.7877,83777.5903,0.07899999999999974,00:00:00.079000,0.0935999999999999,00:00:00.094000,Frequency Steps,8.0,2.0,2021-05-10,11:53:06,11:53:08.177,5.0,10.0,,,,,,
1802,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,2.279,2.3539,,,88376.2525,87749.1622,0.07489999999999997,00:00:00.075000,0.1019000000000001,00:00:00.102000,Frequency Steps,8.0,2.0,2021-05-10,11:53:06,11:53:08.353,5.0,11.0,,,,,,
1803,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,2.4579,2.5348,,,84404.6806,80015.0485,0.07690000000000019,00:00:00.077000,0.10400000000000009,00:00:00.104000,Frequency Steps,8.0,2.0,2021-05-10,11:53:06,11:53:08.534,5.0,12.0,,,,,,
1804,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,2.6397,2.725,,,84404.6806,46361.2024,0.08530000000000015,00:00:00.085000,0.10489999999999977,00:00:00.105000,Frequency Steps,8.0,2.0,2021-05-10,11:53:06,11:53:08.725,5.0,13.0,,,,,,
1805,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,2.8359,2.9174,,,83777.5903,83150.5,0.08150000000000013,00:00:00.081000,0.1109,00:00:00.111000,Frequency Steps,8.0,2.0,2021-05-10,11:53:06,11:53:08.917,5.0,14.0,,,,,,
1806,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,3.0217,3.1096,,,90257.5235,41135.4499,0.08789999999999987,00:00:00.088000,0.10429999999999984,00:00:00.104000,Frequency Steps,8.0,2.0,2021-05-10,11:53:06,11:53:09.109,5.0,15.0,,,,,,
1807,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,3.2264,3.2921,,,80642.1388,80851.1689,0.06570000000000009,00:00:00.066000,0.11680000000000001,00:00:00.117000,Complex,3.0,1.0,2021-05-10,11:53:06,11:53:09.292,5.0,16.0,,,,,,
1808,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,3.6813,3.6869,,,72071.9047,74371.2358,0.005600000000000271,00:00:00.006000,0.38919999999999977,00:00:00.389000,Short,1.0,1.0,2021-05-10,11:53:06,11:53:09.686,5.0,17.0,,,,,,
1809,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000180,3.9248,3.9974,,,74580.2659,69563.5435,0.0726,00:00:00.073000,0.23789999999999978,00:00:00.238000,Complex,3.0,1.0,2021-05-10,11:53:06,11:53:09.997,5.0,18.0,,,,,,
1810,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,0.51146,0.57202,,,74371.2358,40717.3897,0.06055999999999995,00:00:00.061000,,,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:10.572,5.0,19.0,9.31994,,00:04:19.200000,00:00:00.003000,,
1811,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,0.70673,0.78748,,,53050.1656,80433.1087,0.08074999999999999,00:00:00.081000,0.13471,00:00:00.135000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:10.787,5.0,20.0,,,,,,
1812,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,0.8856,0.95715,,,56812.7074,42807.6907,0.07154999999999989,00:00:00.072000,0.0981200000000001,00:00:00.098000,Two-Syllable,7.0,2.0,2021-05-10,11:53:10,11:53:10.957,5.0,21.0,,,,,,
1813,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,1.0742,1.1608,,,80433.1087,42807.6907,0.08660000000000001,00:00:00.087000,0.1170500000000001,00:00:00.117000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:11.160,5.0,22.0,,,,,,
1814,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,1.2472,1.3198,,,93183.9449,52005.0151,0.0726,00:00:00.073000,0.08640000000000003,00:00:00.086000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:11.319,5.0,23.0,,,,,,
1815,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,1.4155,1.5052,,,90048.4934,72071.9047,0.08970000000000011,00:00:00.090000,0.0956999999999999,00:00:00.096000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:11.505,5.0,24.0,,,,,,
1816,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,1.599,1.6833,,,89003.3428,70817.7241,0.08430000000000004,00:00:00.084000,0.09379999999999988,00:00:00.094000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:11.683,5.0,25.0,,,,,,
1817,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,1.7687,1.7843,,,84195.6505,159028.4265,0.015600000000000058,00:00:00.016000,0.08539999999999992,00:00:00.085000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:11.784,5.0,26.0,,,,,,
1818,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,1.9685,2.0495,,,89421.403,80224.0786,0.08100000000000018,00:00:00.081000,0.18419999999999992,00:00:00.184000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:12.049,5.0,27.0,,,,,,
1819,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,2.1537,2.2449,,,90257.5235,80433.1087,0.09119999999999973,00:00:00.091000,0.10420000000000007,00:00:00.104000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:12.244,5.0,28.0,,,,,,
1820,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,2.34,2.419,,,90257.5235,75834.4465,0.07900000000000018,00:00:00.079000,0.09509999999999996,00:00:00.095000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:12.419,5.0,29.0,,,,,,
1821,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,2.5316,2.6139,,,84195.6505,70399.6639,0.08230000000000004,00:00:00.082000,0.11260000000000003,00:00:00.113000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:12.613,5.0,30.0,,,,,,
1822,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,2.7135,2.7978,,,90048.4934,68100.3328,0.08430000000000026,00:00:00.084000,0.09959999999999969,00:00:00.100000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:12.797,5.0,31.0,,,,,,
1823,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,2.8846,2.9636,,,91093.6439,72071.9047,0.07900000000000018,00:00:00.079000,0.08679999999999977,00:00:00.087000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:12.963,5.0,32.0,,,,,,
1824,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,3.0609,3.1495,,,91093.6439,78760.8679,0.08860000000000001,00:00:00.089000,0.09730000000000016,00:00:00.097000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:13.149,5.0,33.0,,,,,,
1825,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,3.2464,3.3295,,,80642.1388,81896.3194,0.08309999999999995,00:00:00.083000,0.09689999999999976,00:00:00.097000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:13.329,5.0,34.0,,,,,,
1826,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,3.4473,3.5147,,,77297.6572,73117.0552,0.06740000000000013,00:00:00.067000,0.1177999999999999,00:00:00.118000,Complex,3.0,1.0,2021-05-10,11:53:10,11:53:13.514,5.0,35.0,,,,,,
1827,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,3.6471,3.7171,,,77715.7174,68518.393,0.06999999999999984,00:00:00.070000,0.13240000000000007,00:00:00.132000,Complex,3.0,1.0,2021-05-10,11:53:10,11:53:13.717,5.0,36.0,,,,,,
1828,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,3.8521,3.9113,,,80015.0485,81687.2893,0.05920000000000014,00:00:00.059000,0.13500000000000023,00:00:00.135000,Complex,3.0,1.0,2021-05-10,11:53:10,11:53:13.911,5.0,37.0,,,,,,
1829,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,4.0578,4.1143,,,78760.8679,77297.6572,0.05649999999999977,00:00:00.057000,0.14650000000000007,00:00:00.147000,Complex,3.0,1.0,2021-05-10,11:53:10,11:53:14.114,5.0,38.0,,,,,,
1830,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,4.2819,4.3857,,,75207.3562,68100.3328,0.10379999999999967,00:00:00.104000,0.1676000000000002,00:00:00.168000,Two-Syllable,7.0,2.0,2021-05-10,11:53:10,11:53:14.385,5.0,39.0,,,,,,
1831,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,4.5095,4.6253,,,80433.1087,66637.1221,0.11580000000000013,00:00:00.116000,0.12380000000000013,00:00:00.124000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:14.625,5.0,40.0,,,,,,
1832,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,4.7111,4.7916,,,94229.0954,74998.3261,0.0804999999999998,00:00:00.081000,0.08579999999999988,00:00:00.086000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:14.791,5.0,41.0,,,,,,
1833,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,4.8896,4.9742,,,58275.9181,71026.7542,0.08460000000000001,00:00:00.085000,0.09799999999999986,00:00:00.098000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:14.974,5.0,42.0,,,,,,
1834,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,5.071,5.1421,,,83568.5602,71444.8144,0.07110000000000039,00:00:00.071000,0.0968,00:00:00.097000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:15.142,5.0,43.0,,,,,,
1835,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,5.2622,5.3289,,,81687.2893,78760.8679,0.06669999999999998,00:00:00.067000,0.12009999999999987,00:00:00.120000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:15.328,5.0,44.0,,,,,,
1836,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,5.7927,5.8597,,,73535.1154,67473.2425,0.06700000000000017,00:00:00.067000,0.4638,00:00:00.464000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:15.859,5.0,45.0,,,,,,
1837,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,5.9381,6.0122,,,54095.3161,41971.5703,0.07409999999999961,00:00:00.074000,0.07840000000000025,00:00:00.078000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:16.012,5.0,46.0,,,,,,
1838,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,6.1017,6.1934,,,90466.5536,42807.6907,0.09169999999999945,00:00:00.092000,0.08950000000000014,00:00:00.090000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:16.193,5.0,47.0,,,,,,
1839,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,6.2751,6.3536,,,93183.9449,68936.4532,0.07850000000000001,00:00:00.078000,0.08170000000000055,00:00:00.082000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:16.353,5.0,48.0,,,,,,
1840,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,6.4464,6.5386,,,47824.4131,72280.9348,0.09220000000000006,00:00:00.092000,0.09279999999999955,00:00:00.093000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:16.538,5.0,49.0,,,,,,
1841,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,6.629,6.7077,,,86076.9214,69563.5435,0.07870000000000044,00:00:00.079000,0.09039999999999981,00:00:00.090000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:16.707,5.0,50.0,,,,,,
1842,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,6.8109,6.8847,,,77297.6572,69563.5435,0.07379999999999942,00:00:00.074000,0.10320000000000018,00:00:00.103000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:16.884,5.0,51.0,,,,,,
1843,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,6.9488,7.1034,,,160073.577,70817.7241,0.1545999999999994,00:00:00.155000,0.06410000000000071,00:00:00.064000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:17.103,5.0,52.0,,,,,,
1844,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,7.2129,7.2927,,,87958.1923,70190.6338,0.07979999999999965,00:00:00.080000,0.1095000000000006,00:00:00.109000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:17.292,5.0,53.0,,,,,,
1845,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,7.3974,7.474,,,80642.1388,74998.3261,0.0766,00:00:00.077000,0.10470000000000024,00:00:00.105000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:17.474,5.0,54.0,,,,,,
1846,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,7.5941,7.6983,,,93183.9449,77924.7475,0.10419999999999963,00:00:00.104000,0.12009999999999987,00:00:00.120000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:17.698,5.0,55.0,,,,,,
1847,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,7.8046,7.8752,,,82941.4699,86076.9214,0.07060000000000066,00:00:00.071000,0.10630000000000006,00:00:00.106000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:17.875,5.0,56.0,,,,,,
1848,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,9.1204,9.1779,,,77297.6572,42180.6004,0.05749999999999922,00:00:00.058000,1.2451999999999996,00:00:01.245000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:19.177,5.0,57.0,,,,,,
1849,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,9.3333,9.3764,,,83777.5903,83568.5602,0.043100000000000804,00:00:00.043000,0.1554000000000002,00:00:00.155000,Chevron,2.0,1.0,2021-05-10,11:53:10,11:53:19.376,5.0,58.0,,,,,,
1850,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,9.5461,9.6294,,,84195.6505,72280.9348,0.08330000000000126,00:00:00.083000,0.16969999999999885,00:00:00.170000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:19.629,5.0,59.0,,,,,,
1851,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000181,9.7675,9.8314,,,79806.0184,44061.8713,0.06390000000000029,00:00:00.064000,0.13809999999999967,00:00:00.138000,Frequency Steps,8.0,2.0,2021-05-10,11:53:10,11:53:19.831,5.0,60.0,,,,,,
1852,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000182,0.52848,0.58086,,,68100.3328,73744.1455,0.05238000000000009,00:00:00.052000,,,Chevron,2.0,1.0,2021-05-10,11:53:21,11:53:21.580,6.0,1.0,0.47792,,1900-01-01 04:03:21.600000,00:00:01.169000,,
